author_id;author_name;coauthors;publication_title;abstract;venue
bcae832c59814224d192d2f1;Jeffrey Parsons;Xueming Li,Jeffrey Parsons;Ontological Semantics for the Use of UML in Conceptual Modeling;;ER (Tutorials, Posters, Panels  Industrial Contributions)
bcae832c59814224d192d2f1;Jeffrey Parsons;Jeffrey Parsons,Xueming Li;An Ontological Metamodel of Classifiers and Its Application to Conceptual Modelling and Database Design;;ER
bcae832c59814224d192d2f1;Jeffrey Parsons;Juan Trujillo,Jeffrey Parsons;Preface to FP-UML 2007;;ER Workshops
bcae832c59814224d192d2f1;Jeffrey Parsons;Katherine Gallagher,Jeffrey Parsons;Framework for Targeting Banner Advertising On the Internet;;HICSS (4)
bcae832c59814224d192d2f1;Jeffrey Parsons;Jeffrey Parsons;A graphical technique for modeling multi-user data requirements;;HICSS (3)
bcae832c59814224d192d2f1;Jeffrey Parsons;Jeffrey Parsons,Katherine Gallagher,K. Dale Foster;Messages in the Medium: An Experimental Investigation of Web Advertising Effectiveness and Attitudes toward Web Content;;HICSS
bcae832c59814224d192d2f1;Jeffrey Parsons;Dinesh Batra,Eckhard D. Falkenberg,Jeffrey Parsons,Yair Wand;Conceptual Modeling in Systems Development: Should it Be Driven by User's or Designer's Needs?;;ICIS
bcae832c59814224d192d2f1;Jeffrey Parsons;Jeffrey Parsons,Ritu Agarwal,Dinesh Batra,Iris Vessey,Yair Wand;Experimental Research in Systems Development Methodologies: Opportunities and Challenges;;ICIS
bcae832c59814224d192d2f1;Jeffrey Parsons;Jeffrey Parsons,Yair Wand;Guidelines for Evaluating Classes in Data Modeling;;ICIS
bcae832c59814224d192d2f1;Jeffrey Parsons;Jeffrey Parsons,Yair Wand;Choosing Classes In Conceptual Modeling;;Commun. ACM
bcae832c59814224d192d2f1;Jeffrey Parsons;Jeffrey Parsons,Yair Wand;Using Objects for Systems Analysis;;Commun. ACM
bcae832c59814224d192d2f1;Jeffrey Parsons;Brian Dobing,Jeffrey Parsons;How UML is used;;Commun. ACM
bcae832c59814224d192d2f1;Jeffrey Parsons;Jeffrey Parsons,Linda Cole;What do the pictures mean? Guidelines for experimental evaluation of representation fidelity in diagrammatical conceptual modeling techniques;;Data Knowl. Eng.
bcae832c59814224d192d2f1;Jeffrey Parsons;Brian Dobing,Jeffrey Parsons;Understanding the Role of Use Cases in UML: A Review and Research Agenda;;J. Database Manag.
bcae832c59814224d192d2f1;Jeffrey Parsons;Brian Dobing,Jeffrey Parsons;Dimensions of UML Diagram Use: A Survey of Practitioners;;J. Database Manag.
bcae832c59814224d192d2f1;Jeffrey Parsons;Jeffrey Parsons,Yair Wand;Attribute-Based Semantic Reconciliation of Multiple Data Sources;;J. Data Semantics
1c727596aefe60394854301b;Jeffrey Parsons;Aniruddha S. Gokhale,Krishnakumar Balasubramanian,Arvind S. Krishna,Jaiganesh Balasubramanian,George Edwards,Gan Deng,Emre Turkay,Jeffrey Parsons,Douglas C. Schmidt;Model driven middleware: A new paradigm for developing distributed real-time and embedded systems;;Sci. Comput. Program.
bcae832c59814224d192d2f1;Jeffrey Parsons;Jeffrey Parsons,Yair Wand;Emancipating instances from the tyranny of classes in information modeling;;ACM Trans. Database Syst.
bcae832c59814224d192d2f1;Jeffrey Parsons;Jeffrey Parsons,Chad Saunders;Cognitive Heuristics in Software Engineering: Applying and Extending Anchoring and Adjustment to Artifact Reuse;;IEEE Trans. Software Eng.
bcae832c59814224d192d2f1;Jeffrey Parsons;Jeffrey Parsons;Instance-Based Data Management -- Is it Useful for Biodiversity Informatics Applications?;;null
bcae832c59814224d192d2f1;Jeffrey Parsons;Venkataraman Ramesh,Jeffrey Parsons,Glenn J. Browne;What Is the Role of Cognition in Conceptual Modeling? A Report on the First Workshop on Cognition and Conceptual Modeling;;Selected Papers from the Symposium on Conceptual Modeling, Current Issues and Future Directions
bcae832c59814224d192d2f1;Jeffrey Parsons;Brian Dobing,Jeffrey Parsons;The role of use cases in the UML: a review and research agenda;;Advanced topics in database research vol. 1
bcae832c59814224d192d2f1;Jeffrey Parsons;Yair Wand,David E. Monarchi,Jeffrey Parsons,Carson C. Woo;Theoretical foundations for conceptual modelling in information systems development;;Decision Support Systems
e4a3888f29410d2dc1562564;David C. Wilson;David B. Leake,Andrew Kinley,David C. Wilson;Acquiring Case Adaptation Knowledge: A Hybrid Approach;;AAAI/IAAI, Vol. 1
e4a3888f29410d2dc1562564;David C. Wilson;David B. Leake,Andrew Kinley,David C. Wilson;Case-Based Similarity Assessment: Estimating Adaptability from Experience;;AAAI/IAAI
e4a3888f29410d2dc1562564;David C. Wilson;David C. Wilson,Suzanne Leland,Kenneth Godwin,Andrew Baxter,Ashley Levy,Jamie Smart,Nadia Najjar,Jayakrishnan Andaparambil;The Law of Choice and the Decision Not to Decide;;AAAI
e4a3888f29410d2dc1562564;David C. Wilson;Dympna O'Sullivan,Eoin McLoughlin,Michela Bertolotto,David C. Wilson;Adaptive Presentation and Navigation for Geospatial Imagery Tasks;;AH
e4a3888f29410d2dc1562564;David C. Wilson;David C. Wilson,Eoin McLoughlin,Dympna O'Sullivan,Michela Bertolotto;Contextual Media Integration and Recommendation for Mobile Medical Diagnosis;;AH
e4a3888f29410d2dc1562564;David C. Wilson;Barry Smyth,David C. Wilson,Derry O'Sullivan;Data Mining Support for Case-Based Collaborative Recommendation;;AICS
e4a3888f29410d2dc1562564;David C. Wilson;Pamela Karr Wisniewski,Okan Pala,Heather Richter Lipford,David C. Wilson;Grounding geovisualization interface design: a study of interactive map use;;CHI Extended Abstracts
e4a3888f29410d2dc1562564;David C. Wilson;Joe Carthy,David C. Wilson,Ruichao Wang,John Dunnion,Anne Drummond;Using T-Ret System to Improve Incident Report Retrieval;;CICLing
e4a3888f29410d2dc1562564;David C. Wilson;Eoin McLoughlin,Dympna O'Sullivan,Michela Bertolotto,David C. Wilson;A Knowledge Management System for Intelligent Retrieval of Geo-Spatial Imagery;;CIVR
e4a3888f29410d2dc1562564;David C. Wilson;Dympna O'Sullivan,Eoin McLoughlin,Michela Bertolotto,David C. Wilson;Context-Oriented Image Retrieval;;CONTEXT
e4a3888f29410d2dc1562564;David C. Wilson;Joe Weakliam,David C. Wilson;Using Data Mining for Modeling Personalized Maps;;ER (Workshops)
e4a3888f29410d2dc1562564;David C. Wilson;James D. Carswell,David C. Wilson,Michela Bertolotto;Digital Image Similarity for Geo-spatial Knowledge Management;;ECCBR
e4a3888f29410d2dc1562564;David C. Wilson;Derry O'Sullivan,Barry Smyth,David C. Wilson;Analysing Similarity Essence for Case Based Recommendation;;ECCBR
e4a3888f29410d2dc1562564;David C. Wilson;David B. Leake,David C. Wilson;Remembering Why to Remember: Performance-Guided Case-Base Maintenance;;EWCBR
e4a3888f29410d2dc1562564;David C. Wilson;David B. Leake,David C. Wilson;Categorizing Case-Base Maintenance: Dimensions and Directions;;EWCBR
e4a3888f29410d2dc1562564;David C. Wilson;Derry O'Sullivan,David C. Wilson,Barry Smyth;Improving Case-Based Recommendation: A Collaborative Filtering Approach;;ECCBR
e4a3888f29410d2dc1562564;David C. Wilson;Dympna O'Sullivan,Eoin McLoughlin,Michela Bertolotto,David C. Wilson;A Case-Based Approach to Managing Geo-spatial Imagery Tasks;;ECCBR
e4a3888f29410d2dc1562564;David C. Wilson;Derry O'Sullivan,Barry Smyth,David C. Wilson;In-Depth Analysis of Similarity Knowledge and Metric Contributions to Recommender Performance;;FLAIRS Conference
e4a3888f29410d2dc1562564;David C. Wilson;Derry O'Sullivan,David C. Wilson,Barry Smyth;Using Collaborative Filtering Data in Case-Based Recommendation;;FLAIRS Conference
e4a3888f29410d2dc1562564;David C. Wilson;Derry O'Sullivan,David C. Wilson,Barry Smyth;Preserving Recommender Accuracy and Diversity in Sparse Datasets;;FLAIRS Conference
e4a3888f29410d2dc1562564;David C. Wilson;Joe Weakliam,Michela Bertolotto,David C. Wilson;Implicit interaction profiling for recommending spatial content;;GIS
e4a3888f29410d2dc1562564;David C. Wilson;Eoin Mac Aoidh,Michela Bertolotto,David C. Wilson;Analysis of implicit interest indicators for spatial data;;GIS
e4a3888f29410d2dc1562564;David C. Wilson;David C. Wilson,Heather Richter Lipford,Erin Carroll,Pamela Karr,Nadia Najjar;Charting new ground: modeling user behavior in interactive geovisualization;;GIS
e4a3888f29410d2dc1562564;David C. Wilson;Barry Smyth,Kevin McCarthy,James Reilly,Derry O'Sullivan,Lorraine McGinty,David C. Wilson;Case Studies in Association Rule Mining for Recommender Systems;;IC-AI
e4a3888f29410d2dc1562564;David C. Wilson;Gareth Hurley,David C. Wilson;DubLet: An Online CBR System for Rental Property Recommendation;;ICCBR
e4a3888f29410d2dc1562564;David C. Wilson;David B. Leake,Andrew Kinley,David C. Wilson;Learning to Improve Case Adaption by Introspective Reasoning and CBR;;ICCBR
e4a3888f29410d2dc1562564;David C. Wilson;David B. Leake,Andrew Kinley,David C. Wilson;A Case Study of Case-Based CBR;;ICCBR
e4a3888f29410d2dc1562564;David C. Wilson;David B. Leake,David C. Wilson;Combining CBR with Interactive Knowledge Acquisition, Manipulation and Reuse;;ICCBR
e4a3888f29410d2dc1562564;David C. Wilson;David B. Leake,David C. Wilson;When Experience Is Wrong: Examining CBR for Changing Tasks and Environments;;ICCBR
e4a3888f29410d2dc1562564;David C. Wilson;Arijit Sengupta,David C. Wilson,David B. Leake;Constructing and Transforming CBR Implementations: Techniques for Corporate Memory Management;;ICCBR Workshops
e4a3888f29410d2dc1562564;David C. Wilson;Eoin Mac Aoidh,Michela Bertolotto,David C. Wilson;Implicit Profiling for Contextual Reasoning About Users Spatial Preferences;;CaCoA
e4a3888f29410d2dc1562564;David C. Wilson;David C. Wilson,Michela Bertolotto,Eoin McLoughlin,Dympna O'Sullivan;Knowledge Capture and Reuse for Geo-spatial Imagery Tasks;;ICCBR
e4a3888f29410d2dc1562564;David C. Wilson;David C. Wilson,Joe Carthy,Karl Abbey,John Sheppard,Ruichao Wang,John Dunnion,Anne Drummond;Textual CBR for Incident Report Retrieval;;ICCSA (1)
e4a3888f29410d2dc1562564;David C. Wilson;Julie Doyle,Joe Weakliam,Michela Bertolotto,David C. Wilson;A Multimodal Interface for Personalising Spatial Data in Mobile GIS;;ICEIS (5)
e4a3888f29410d2dc1562564;David C. Wilson;David B. Leake,Andrew Kinley,David C. Wilson;Learning to Integrate Multiple Knowledge Sources for Case-Based Reasoning;;IJCAI (1)
e4a3888f29410d2dc1562564;David C. Wilson;Dympna O'Sullivan,Eoin McLoughlin,Michela Bertolotto,David C. Wilson;Capturing and Reusing Case-Based Context for Image Retrieval;;IJCAI
e4a3888f29410d2dc1562564;David C. Wilson;Derry O'Sullivan,Barry Smyth,David C. Wilson;Explicit vs Implicit Profiling - A Case-Study in Electronic Programme Guides;;IJCAI
d341fa80240201179dbc31fe;David C. Wilson;David Dean,Krishnamurthy Subramanyan,Janardhan Kamath,Fred L. Bookstein,David C. Wilson,David Kwon,Peter Buckley;Comparison of Traditional Brain Segmentation Tools with 3D Self-Organizing Maps;;IPMI
e4a3888f29410d2dc1562564;David C. Wilson;Dympna O'Sullivan,Eoin McLoughlin,Michela Bertolotto,David C. Wilson;Capturing task knowledge for geo-spatial imagery;;K-CAP
e4a3888f29410d2dc1562564;David C. Wilson;Joe Weakliam,Daniel Lynch,Julie Doyle,Helen Min Zhou,Eoin Mac Aoidh,Michela Bertolotto,David C. Wilson;Managing Spatial Knowledge for Mobile Personalized Applications;;KES (4)
e4a3888f29410d2dc1562564;David C. Wilson;Dympna O'Sullivan,David C. Wilson,Michela Bertolotto,Eoin McLoughlin;Task-Based Image Annotation and Retrieval;;RSFDGrC
e4a3888f29410d2dc1562564;David C. Wilson;Eoin McLoughlin,Dympna O'Sullivan,Michela Bertolotto,David C. Wilson;MEDIC: MobilE Diagnosis for Improved Care;;SAC
e4a3888f29410d2dc1562564;David C. Wilson;Julie Doyle,Qiang Han,Joe Weakliam,Michela Bertolotto,David C. Wilson;Developing Non-proprietary Personalized Maps for Web and Mobile Environments;;W2GIS
e4a3888f29410d2dc1562564;David C. Wilson;Joe Weakliam,Daniel Lynch,Julie Doyle,Michela Bertolotto,David C. Wilson;Delivering Personalized Context-Aware Spatial Information to Mobile Devices;;W2GIS
e4a3888f29410d2dc1562564;David C. Wilson;Julie Doyle,Michela Bertolotto,David C. Wilson;Multimodal Interaction - Improving Usability and Efficiency in a Mobile GIS Context;;ACHI
e4a3888f29410d2dc1562564;David C. Wilson;David B. Leake,David C. Wilson;A Case-Based Framework for Interactive Capture and Reuse of Design Knowledge;;Appl. Intell.
e4a3888f29410d2dc1562564;David C. Wilson;David B. Leake,Barry Smyth,David C. Wilson,Qiang Yang;Introduction to the Special Issue on Maintaining Case-Based Reasoning Systems;;Computational Intelligence
e4a3888f29410d2dc1562564;David C. Wilson;David C. Wilson,David B. Leake;Maintaining Cased-Based Reasoners: Dimensions and Directions;;Computational Intelligence
5fc1f29c5656132c2ebf2906;David C. Wilson;Zohra Z. Manseur,David C. Wilson;Decomposition methods for convolution operators;;CVGIP: Graphical Model and Image Processing
d341fa80240201179dbc31fe;David C. Wilson;Amir A. Amini,Fred L. Bookstein,David C. Wilson;Biomedical Image Analysis;;Computer Vision and Image Understanding
26b8f8299135c4f3e0618a61;David C. Wilson;Robert A. Procter,David C. Wilson;Interpretation of a basic hypergeometric identity with Lie characters and Young tableaux;;Discrete Mathematics
e4a3888f29410d2dc1562564;David C. Wilson;Derry O'Sullivan,Barry Smyth,David C. Wilson;Preserving recommender accuracy and diversity in sparse datasets;;International Journal on Artificial Intelligence Tools
e4a3888f29410d2dc1562564;David C. Wilson;Derry O'Sullivan,Barry Smyth,David C. Wilson;Understanding Case Based Recommendation: A Similarity Knowledge Perspective;;International Journal on Artificial Intelligence Tools
e4a3888f29410d2dc1562564;David C. Wilson;David C. Wilson,Barry Smyth,Derry O'Sullivan;Sparsity Reduction in Collaborative Recommendation: A Case-Based Approach;;IJPRAI
e4a3888f29410d2dc1562564;David C. Wilson;David C. Wilson,Julie Doyle,Joe Weakliam,Michela Bertolotto,Daniel Lynch;Personalised maps in multimodal mobile GIS;;Int. J. Web Eng. Technol.
e4a3888f29410d2dc1562564;David C. Wilson;Derry O'Sullivan,Barry Smyth,David C. Wilson,Kieran McDonald,Alan F. Smeaton;Improving the Quality of the Personalized Electronic Program Guide;;User Model. User-Adapt. Interact.
e4a3888f29410d2dc1562564;David C. Wilson;Michela Bertolotto,James D. Carswell,Eoin McLoughlin,Dympna O'Sullivan,David C. Wilson;Using sketches and knowledge bases for geo-spatial image retrieval;;Computers, Environment and Urban Systems
e4a3888f29410d2dc1562564;David C. Wilson;David C. Wilson,Dympna O'Sullivan;Medical Imagery in Case-Based Reasoning;;Case-Based Reasoning on Images and Signals
e4a3888f29410d2dc1562564;David C. Wilson;Eoin Mac Aoidh,Michela Bertolotto,David C. Wilson;Personalizing Location-Aware Applications;;Geospatial Services and Applications for the Internet
e4a3888f29410d2dc1562564;David C. Wilson;Eoin Mac Aoidh,David C. Wilson,Michela Bertolotto;A Study of Spatial Interaction Behaviour for Improved Delivery of Web-Based Maps;;W2GIS
e4a3888f29410d2dc1562564;David C. Wilson;Dympna O'Sullivan,Eoin McLoughlin,Michela Bertolotto,David C. Wilson;Mobile case-based decision support for intelligent patient knowledge management;;TOCT
5fc1f29c5656132c2ebf2906;David C. Wilson;Bernard A. Mair,Zoltán Réti,David C. Wilson,Edward A. Geiser,Bryn David;A q-series approach to deblurring the discrete Gaussian;;Computer Vision and Image Understanding
e4a3888f29410d2dc1562564;David C. Wilson;Lorraine Mcginty,David C. Wilson;Proceedings of the 8th International Conference on Case-Based Reasoning: Case-Based Reasoning Research and Development;;"Lecture Notes In Artificial Intelligence; Vol. 5650"
38d117be6f59a6d0f579778c;David C. Wilson;David C. Wilson,Robert J. Smith, II;An analytic technique for router comparison;;Proceedings of the 13th Design Automation Conference
38d117be6f59a6d0f579778c;David C. Wilson;David C. Wilson,Robert J. Smith, II;An experimental comparison of force directed placement techniques;;Proceedings of the 11th Design Automation Workshop
c3a5203c0f7c2670f5df3ba8;Yan Tang;Rui Chen,Yan Tang,Yuhui Qiu;A Novel Stroke Extraction Model for Chinese Characters based on Steerable Filters;;IEEE ICCI
672b334460f4d7a51adb1f49;Yan Tang;Yan Tang,Zhengguo Hu,Yang Zhang,Lin Zhang,Changquan Ai;A Practical Peer-Performance-Aware DHT;;AP2PC
2780ecf4c446bdd739e559f3;Yan Tang;Jun Wang,Hongbo Zeng,Kun Huang,Ge Zhang,Yan Tang;Zero-Efficient Buffer Design for Reliable Network-on-Chip in Tiled Chip-Multi-Processor;;DATE
b2afa0fa07ab510148f134aa;Yan Tang;Yan Tang,Robert Meersman;On Constructing Semantic Decision Tables;;DEXA
b2afa0fa07ab510148f134aa;Yan Tang;Yan Tang,Robert Meersman,Jan Vanthienen;Semantic Decision Tables: Self-organizing and Reorganizable Decision Tables;;DEXA
2780ecf4c446bdd739e559f3;Yan Tang;L. Feng,Yan Tang,L. Yang;A Wavelet Approach to Extracting Contours of Document Images;;ICDAR
f675c7ea409a4a8cc680c7ba;Yan Tang;Yuan Yan Tang,Qi Sun,Hong Ma,De B. Ren,Yan Tang,Zhi K. Chen;Accelerating the 2-D Mallat Decomposition Algorithm with Cyclical Convolution and FNTT;;ICDAR
50468a531f7df41dee6333fe;Yan Tang;Liyi Zhang,Yan Tang,Jian Meng;EIRS: An Intelligent E-Commerce Application System for Small Retailers in China;;CONFENIS (2)
b2afa0fa07ab510148f134aa;Yan Tang;Yan Tang,Robert Meersman;Judicial Support Systems: Ideas for a Privacy Ontology-Based Case Analyzer;;OTM Workshops
b2afa0fa07ab510148f134aa;Yan Tang;Yan Tang,Robert Meersman;Organizing Meaning Evolution Supporting Systems Using Semantic Decision Tables;;OTM Conferences (1)
b2afa0fa07ab510148f134aa;Yan Tang;Yan Tang;On Conducting a Decision Group to Construct Semantic Decision Tables;;OTM Workshops (1)
09144a10b615fb1f49773ede;Yan Tang;Kun Tian,Kendra M. L. Cooper,Kunwu Feng,Yan Tang;Defining Re-usable Composite Aspect Patterns: An FDAF Based Approach;;OTM Workshops
b2afa0fa07ab510148f134aa;Yan Tang;Yan Tang,Damien Trog;Model Ontological Commitments Using ORM+ in T-Lex;;OTM Workshops
672b334460f4d7a51adb1f49;Yan Tang;Yang Zhang,Zhanhuai Li,Yan Tang,Kebin Cui;DRC-BK: Mining Classification Rules with Help of SVM;;PAKDD
b2afa0fa07ab510148f134aa;Yan Tang;Damien Trog,Yan Tang,Robert Meersman;Towards Ontological Commitments with Omega -RIDL Markup Language;;RuleML
b2afa0fa07ab510148f134aa;Yan Tang;Yan Tang,Peter Spyns,Robert Meersman;Towards Semantically Grounded Decision Rules Using ORM +;;RuleML
2780ecf4c446bdd739e559f3;Yan Tang;Guoqing Xu,Atanas Rountev,Yan Tang,Feng Qin;Efficient checkpointing of java software using context-sensitive capture and replay;;ESEC/SIGSOFT FSE
b2afa0fa07ab510148f134aa;Yan Tang;Yan Tang,Robert Meersman;Use Semantic Decision Tables to Improve Meaning Evolution Support Systems;;UIC
2780ecf4c446bdd739e559f3;Yan Tang;Yan Tang,Qi Gao,Feng Qin;LeakSurvivor: Towards Safely Tolerating Memory Leaks for Garbage-Collected Languages;;USENIX Annual Technical Conference
b2afa0fa07ab510148f134aa;Yan Tang;Yan Tang,Stijn Christiaens,Koen Kerremans,Robert Meersman;PROFILE COMPILER: Ontology-based, community-grounded, multilingual online services to support collaborative decision making;;RCIS
c3a5203c0f7c2670f5df3ba8;Yan Tang;Yan Tang,Xin Fu,Rui Chen;3D Model Simplification Method Based on ROI;;CSSE (6)
89d70f5d466607c12bb8a0b9;Yan Tang;Yan Tang,Tao Wang,Xiaoming Li;The design and implementation of LilyTask in shared memory;;Operating Systems Review
b2afa0fa07ab510148f134aa;Yan Tang;Peter Spyns,Yan Tang,Robert Meersman;An ontology engineering methodology for DOGMA;;Applied Ontology
c3a5203c0f7c2670f5df3ba8;Yan Tang;Zhixing Huang,Yan Tang,Yuhui Qiu;Auction-Based Resource Reservation Game in Small World;;Emergent Intelligence of Networked Agents
b2afa0fa07ab510148f134aa;Yan Tang;Yan Tang,Peter De Baer,Gang Zhao,Robert Meersman,Kevin Pudkey;Towards a Pattern-Driven Topical Ontology Modeling Methodology in Elderly Care Homes;;OTM Workshops
b2afa0fa07ab510148f134aa;Yan Tang;Yan Tang,Peter De Baer,Gang Zhao,Robert Meersman;On Constructing, Grouping and Using Topical Ontology for Semantic Matching;;OTM Workshops
2780ecf4c446bdd739e559f3;Yan Tang;Qi Gao,Wenbin Zhang,Yan Tang,Feng Qin;First-aid: surviving and preventing memory management bugs during production runs;;EuroSys
09144a10b615fb1f49773ede;Yan Tang;Yan Tang,Kunwu Feng;An Expert System Based Approach to Modeling and Selecting Requirement Engineering Techniques;;WISM
add860e2a25bae217206939a;Yan Tang;Shao-chun Wu,Ming-dong Li,Yan Tang,Ling-yu Xu,Da-ming Wei;The Data Scales in Multi-valued Context Based on Formal Concept Analysis.;;null
b2afa0fa07ab510148f134aa;Yan Tang;Peter De Baer,Yan Tang,Pieter De Leenheer;An Ontology-based Data Matching Framework: use Case Competency-based HRM.;;null
526fbaf7f82d3a947cbbe857;Yan Tang;Guiqiang Chen,Linjian Tang,Yan Tang;The Parameter Optimization of Human-Simulated Intelligent Controller Based on Improved Genetic Algorithm;;Proceedings of the 2009 International Conference on Measuring Technology and Mechatronics Automation - Volume 02
5af59917a1b44a4c8e6dde53;Yan Tang;Jing-tian Tang,Xiao-li Yang,Jun-chao Xu,Yan Tang,Qing Zou,Xiao-kai Zhang;The Algorithm of R Peak Detection in ECG Based on Empirical Mode Decomposition;;Proceedings of the 2008 Fourth International Conference on Natural Computation - Volume 05
c244388db8616c383aa42b9f;Thomas Tran;Thomas Tran;Designing recommender systems for e-commerce: an integration approach;;ICEC
c244388db8616c383aa42b9f;Thomas Tran;Alireza Pourshahid,Thomas Tran;Modeling trust in e-commerce: an approach based on user requirements;;ICEC
c244388db8616c383aa42b9f;Thomas Tran;Thomas Tran;A Reputation-Oriented Reinforcement Learning Approach for Agents in Electronic Marketplaces;;AAAI/IAAI
c244388db8616c383aa42b9f;Thomas Tran;Thomas Tran,Robin Cohen;A Learning Algorithm for Buying and Selling Agents in Electronic Marketplaces;;Canadian Conference on AI
c244388db8616c383aa42b9f;Thomas Tran;Thomas Tran,Robin Cohen;A Learning Algorithm for Buying and Selling Agents in Electronic Marketplaces;;Canadian Conference on AI
c244388db8616c383aa42b9f;Thomas Tran;Thomas Tran,Robin Cohen;A Strategy for Improved Satisfaction of Selling Software Agents in E-Commerce;;Canadian Conference on AI
c244388db8616c383aa42b9f;Thomas Tran;Thomas Tran,Robin Cohen;Improving User Satisfaction in Agent-Based Electronic Marketplaces by Reputation Modelling and Adjustable Product Quality;;AAMAS
c244388db8616c383aa42b9f;Thomas Tran;Zhiyong Weng,Thomas Tran;An Intelligent Agent-Based Framework for Mobile Business;;ICMB
c244388db8616c383aa42b9f;Thomas Tran;Thomas Tran,Robin Cohen;Learning Algorithms for Software Agents in Uncertain and Untrusted Market Environments;;IJCAI
c244388db8616c383aa42b9f;Thomas Tran;Thomas Tran,Robin Cohen;Modelling Reputation in Agent-Based Marketplaces to Improve the Performance of Buying Agents;;User Modeling
c244388db8616c383aa42b9f;Thomas Tran;Thomas Tran,Robin Cohen;A Reputation-Oriented Reinforcement Learning Strategy for Agents in Electronic Marketplaces;;Computational Intelligence
c244388db8616c383aa42b9f;Thomas Tran;Thomas Tran,Robin Cohen;Equilibrium of E-Markets Populated with Reputation Oriented Learning Agents;;New Generation Comput.
466aa5ffdef6ac03a5c1e3f1;Thomas Tran;Thomas Tran,Kelcey Chan,Shaozhi Ye,Prantik Bhattacharyya,Ankush Garg,Xiaoming Lu,Shyhtsun Felix Wu;Design and Implementation of Davis Social Links OSN Kernel;;WASA
c244388db8616c383aa42b9f;Thomas Tran;Thomas Tran,Robin Cohen;The Advantages of Designing Adaptive Business Agents Using Reputation Modeling Compared to the Approach of Recursive Modeling.;;Computational Intelligence
c244388db8616c383aa42b9f;Thomas Tran;Thomas Tran;Protecting buying agents in e-marketplaces by direct experience trust modelling.;;Knowl. Inf. Syst.
c25b35bdd12429576ba6ae10;Koichi Furukawa;Keiko Shimazu,Isao Saito,Koichi Furukawa;Experimental Study of Semantic Contents Mining on Intra-university Enterprise Contents Management System for Knowledge Sharing;;ASWC
c25b35bdd12429576ba6ae10;Koichi Furukawa;Koichi Furukawa,Tomonobu Ozaki,Tomoko Murakami,Ken Ueno,Keiko Shimazu;Query Evaluation of Deductive Database by MGTP and its Application to Data Mining;;DDLP
c25b35bdd12429576ba6ae10;Koichi Furukawa;Koichi Furukawa;On the Completion of the Most Specific Hypothesis Computation in Inverse Entailment for Mutual Recursion;;Discovery Science
c25b35bdd12429576ba6ae10;Koichi Furukawa;Koichi Furukawa,Ikuo Kobayashi,Tomonobu Ozaki,Mutsumi Imai;A Model of Children's Vocabulary Acquisition Using Inductive Logic Programming;;Discovery Science
c25b35bdd12429576ba6ae10;Koichi Furukawa;Keiko Shimazu,Atsuhito Momma,Koichi Furukawa;Discovering Exceptional Information from Customer Inquiry by Association Rule Miner;;Discovery Science
c25b35bdd12429576ba6ae10;Koichi Furukawa;Ikuo Kobayashi,Koichi Furukawa,Tomonobu Ozaki,Mutsumi Imai;A Computational Model for Children's Language Acquisition Using Inductive Logic Programming;;Progress in Discovery Science
c25b35bdd12429576ba6ae10;Koichi Furukawa;Keiko Shimazu,Atsuhito Momma,Koichi Furukawa;DAISY, an RER Model Based Interface for RDB to ILP;;ER
c25b35bdd12429576ba6ae10;Koichi Furukawa;Koichi Furukawa;Summary of Basic Research Activities of the FGCS Project;;FGCS
c25b35bdd12429576ba6ae10;Koichi Furukawa;Koichi Furukawa;Concurrent Logic Programming as a Basis for Large-Scale Knowledge Information Processing - Panel Position Paper;;FGCS
c25b35bdd12429576ba6ae10;Koichi Furukawa;Koichi Furukawa,Akikazu Takeuchi,Susumu Kunifuji,Hideki Yasukawa,Masaru Ohki,Kazunori Ueda;MANDELA: A LogicBased Knowledge Programming System;;FGCS
c25b35bdd12429576ba6ae10;Koichi Furukawa;Koichi Furukawa,Toshio Yokoi;Basic Software System;;FGCS
c25b35bdd12429576ba6ae10;Koichi Furukawa;Kazunori Ueda,Koichi Furukawa;Transformation Rules for GHC Programs;;FGCS
c25b35bdd12429576ba6ae10;Koichi Furukawa;Jiro Tanaka,Kazunori Ueda,Tashihiko Miyazaki,Akikazu Takeuchi,Yuji Matsumoto,Koichi Furukawa;Guarded Horn Clauses and Experience with Parallel Logic Programming;;FJCC
c25b35bdd12429576ba6ae10;Koichi Furukawa;Koichi Furukawa,Kazunori Ueda;GHC - A Language for a New Age of Parallel Programming;;FSTTCS
c25b35bdd12429576ba6ae10;Koichi Furukawa;Kazuhiro Fuchi,Koichi Furukawa;The Role of Logic Programming in the Fifth Generation Computer Project;;ICLP
c25b35bdd12429576ba6ae10;Koichi Furukawa;Hiroshi Fujita,Akira Okumura,Koichi Furukawa;Partial Evaluation of GHC Programs Based on the UR-set with Constraints;;ICLP/SLP
c25b35bdd12429576ba6ae10;Koichi Furukawa;Koichi Furukawa,Katsumi Nitta,Yuji Matsumoto;Prolog Interpreter Based on Concurrent Programming;;ICLP
c25b35bdd12429576ba6ae10;Koichi Furukawa;Randy Goebel,Koichi Furukawa,David Poole;Using Definite Clauses and Integrity Constraints as the Basis for a Theory Formation Approach to Diagnostic Reasoning;;ICLP
c25b35bdd12429576ba6ae10;Koichi Furukawa;Hideki Hirakawa,Takashi Chikayama,Koichi Furukawa;Eager and Lazy Enumerations in Concurrent Prolog;;ICLP
